TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
2,3, ,autonomous,0,5.7432519953,20,3.0641829747,4.87,4.86,243.9797984727, ,0, ,,0,0.295,0,2.3555555556,0,0
3,3, ,autonomous,0,-4.2016826098,20,4.2726225672,5.43,5.17,243.9797984727, ,0, ,,0,0.435,0,2.3555555556,0,0
4,3, ,autonomous,0,-3.9910280429,20,4.9220615987,5.14,5.15,244.7860569862, ,0, ,,0,-0.155,0,2.3555555556,0,0
5,3, ,autonomous,0,-3.1745730595,20,5.5678584277,4.9,4.69,244.1585077032, ,0, ,,0,-0.35,0,2.3555555556,0,0
6,3, ,autonomous,0,-2.4323559048,20,6.4040661925,3.67,3.63,242.7361215623, ,0, ,,0,-1.145,0,2.3555555556,0,0
7,3, ,autonomous,0,-1.7974591769,20,7.0058881548,3.87,3.74,240.8941992677, ,0, ,,0,0.155,0,2.3555555556,0,0
8,5, ,autonomous,0,-1.2824978425,20,7.4926859207,3.93,3.89,240.1133334934, ,0, ,,0,0.105,0,2.3555555556,2,0
9,5, ,autonomous,0,-0.896288963,20,7.8946529373,4.72,4.59,238.9943119354, ,0, ,,0,0.745,0,2.3555555556,0,0
10,5, ,autonomous,0,-0.6117131866,20,8.2316247091,5.11,5.08,238.8230798624, ,0, ,,0,0.44,0,2.3555555556,0,0
11,5, ,autonomous,0,-0.4097211241,20,8.5492554503,4.99,5.05,239.8541686655, ,0, ,,0,-0.075,0,2.3555555556,0,0
12,5, ,autonomous,0,-0.2714540462,20,8.8657202466,5.3,5.24,240.7202349429, ,0, ,,0,0.25,0,2.3555555556,0,0
13,5, ,autonomous,0,-0.1746909111,20,9.1813648915,5.32,5.29,243.3563710698, ,0, ,,0,0.035,0,2.3555555556,0,0
14,5, ,autonomous,0,-0.1173033829,20,9.6906158428,4.91,5,243.8013506595, ,0, ,,0,-0.35,0,2.3555555556,0,0
15,5, ,autonomous,0,-0.0710330715,20,10.0182550445,4.55,4.51,242.2950184144, ,0, ,,0,-0.425,0,2.3555555556,0,0
16,5, ,autonomous,0,-0.0420272164,20,10.3108668163,4.61,4.46,240.8071856864, ,0, ,,0,0.005,0,2.3555555556,0,0
17,5, ,autonomous,0,-0.0242188254,20,10.561442928,4.23,4.16,236.9555945216, ,0, ,,0,-0.34,0,2.3555555556,0,0
18,5, ,autonomous,0,-0.012768633,20,10.8097219419,4.36,4.42,234.2084923999, ,0, ,,0,0.195,0,2.3555555556,0,0
19,5, ,autonomous,0,-0.005178569,20,11.0239140803,4.11,4.23,232.1693907875, ,0, ,,0,-0.22,0,2.3555555556,0,0
20,5, ,autonomous,0,-0.0062198925,20,11.2213019355,4.55,4.55,231.7658238116, ,0, ,,0,0.38,0,2.3555555556,0,0
21,5, ,autonomous,0,-0.0031298043,20,11.4374756587,4.28,4.52,232.0885649964, ,0, ,,0,-0.15,0,2.3555555556,0,0
22,5, ,autonomous,0,-0.0089608826,20,11.6314302664,4.06,4.14,232.655530222, ,0, ,,0,-0.3,0,2.3555555556,0,0
23,5, ,autonomous,0,-48.0163948877,20,11.8451256237,4.27,4.39,234.1262408691,obstacle detected,35.3822517395,obstacle detected,obstacle detected,33.0268249512,0.23,0,2.3555555556,0,0
24,2, ,autonomous,0,-10.5945178441,20,12.0467424086,4.38,4.54,237.9705868355, ,0,obstacle detected,,21.1636123657,0.13,0,2.3555555556,-3,0
25,2, ,autonomous,0,3.7000572681,20,12.2476262806,4.21,4.14,252.6720064684, ,0,obstacle detected,,9.5859851837,-0.285,0,2.3555555556,0,0
26,2, ,autonomous,0,-16.9948701983,20,12.4474793703,4.34,4.34,256.3642423155, ,0,obstacle detected,,4.4505252838,0.165,0,2.3555555556,0,0
27,2, ,autonomous,0,-5.0643030306,20,12.6461154771,4.12,4.28,255.0890260701, ,0, ,,0,-0.14,0,2.3555555556,0,0
28,3, ,autonomous,0,1.129008226,20,12.8735201255,3.7,3.78,253.5368389027, ,0, ,,0,-0.46,0,2.3555555556,1,0
29,3, ,autonomous,0,1.6566360791,20,13.2096551065,3.91,3.97,253.7298284786, ,0, ,,0,0.2,0,2.3555555556,0,0
30,3, ,autonomous,0,0.851713046,20,13.4327450274,3.24,3.41,235.3661119872, ,0, ,,0,-0.615,0,2.3555555556,0,0
31,3, ,autonomous,0,62.1588378376,20,13.6403864771,3.7,3.79,232.0077954619, ,0, ,,0,0.42,0,2.3555555556,0,0
32,3, ,autonomous,0,25.2887967268,20,13.8259264309,3.75,3.81,236.5352319228, ,0, ,,0,0.035,0,2.3555555556,0,0
33,3, ,autonomous,0,27.3131336728,20,14.0199905028,3.79,3.79,242.119025713, ,0, ,,0,0.01,0,2.3555555556,0,0
34,3, ,autonomous,0,17.6518775282,20,14.1940693296,3.72,3.87,248.6201581224, ,0, ,,0,0.005,0,2.3555555556,0,0
35,3, ,autonomous,0,21.3961014279,20,14.3584930632,3.58,3.63,258.4513594542, ,0, ,,0,-0.19,0,2.3555555556,0,0
36,3, ,autonomous,0,15.4327678635,20,14.5137080626,3.73,3.81,267.0440889791, ,0, ,,0,0.165,0,2.3555555556,0,0
37,3, ,autonomous,0,10.2162049548,20,14.6608815326,3.71,3.83,275.088028169, ,0, ,,0,0,0,2.3555555556,0,0
38,3, ,autonomous,0,11.706593728,20,14.8018020052,3.78,3.92,263.560170787, ,0, ,,0,0.08,0,2.3555555556,0,0
39,3, ,autonomous,0,14.7384776756,20,14.9368206258,3.57,3.57,252.3850386149, ,0, ,,0,-0.28,0,2.3555555556,0,0
40,3, ,autonomous,0,-33.3975745974,20,15.0653701275,3.7,3.72,280.646609789, ,0, ,,0,0.14,0,2.3555555556,0,0
41,3, ,autonomous,0,-49.5722083545,20,15.1878726115,4.01,4.13,256.8581115792, ,0, ,,0,0.36,0,2.3555555556,0,0
42,3, ,autonomous,0,-32.326324574,20,15.3039704246,4.16,4.08,266.5103139492, ,0, ,,0,0.05,0,2.3555555556,0,0
43,3, ,autonomous,0,-33.3008790266,20,15.4140585363,3.89,3.9,248.2498386376, ,0, ,,0,-0.225,0,2.3555555556,0,0
44,3, ,autonomous,0,-18.512692094,20,15.5181902683,4.16,4.2,245.4168405036, ,0, ,,0,0.285,0,2.3555555556,0,0
45,3, ,autonomous,0,-18.462353986,20,15.6165674374,4.17,4.28,256.2656962739, ,0, ,,0,0.045,0,2.3555555556,0,0
46,3, ,autonomous,0,-17.6516102554,15,15.679671266,4.2,4.32,265.1324336506, ,0, ,,0,0.035,0,2.3555555556,0,0
47,3, ,autonomous,0,-7.9915334587,20,15.6352327028,4.14,4.31,266.616898179, ,0, ,,0,-0.035,0,2.3555555556,0,0
48,3, ,autonomous,0,-8.3419537243,15,15.6724544513,3.98,4.15,268.5500980208, ,0, ,,0,-0.16,0,2.3555555556,0,0
49,3, ,autonomous,0,-9.186204776,20,15.634411106,4.55,5,269.5272492049, ,0, ,,0,0.71,0,2.3555555556,0,0
50,3, ,autonomous,0,-4.5071974302,15,15.6710664993,4,4.25,270.6213466118, ,0, ,,0,-0.65,0,2.3555555556,0,0
51,3, ,autonomous,0,-2.8953147199,20,15.6367079116,4,4.3,272.168091013, ,0, ,,0,0.025,0,2.3555555556,0,0
52,3, ,autonomous,0,-0.6485957877,15,15.6683798636,3.81,4.12,260.776592693, ,0, ,,0,-0.185,0,2.3555555556,0,0
53,3, ,autonomous,0,3.5988167438,20,15.6413786495,3.9,4.02,246.5057805606, ,0, ,,0,-0.005,0,2.3555555556,0,0
54,3, ,autonomous,0,11.1170008011,15,15.664781007,4.15,4.27,244.5167127173, ,0, ,,0,0.25,0,2.3555555556,0,0
55,3, ,autonomous,0,29.7381828387,15,15.6477557424,4.08,4.3,243.8013506595, ,0, ,,0,-0.02,0,2.3555555556,0,0
56,3, ,autonomous,0,49.1241925542,15,15.6606064131,3.88,4.1,255.1866690484, ,0, ,,0,-0.2,0,2.3555555556,0,0
57,3, ,autonomous,0,26.5761204241,15,15.6552969686,3.87,4.01,248.0650922802, ,0, ,,0,-0.05,0,2.3555555556,0,0
58,3, ,autonomous,0,14.1441716182,15,15.6559895939,4.14,4.35,252.0034272466, ,0, ,,0,0.305,0,2.3555555556,0,0
59,3, ,autonomous,0,9.7157463222,15,15.6628818946,4.08,4.11,254.9914577862, ,0, ,,0,-0.15,0,2.3555555556,0,0
60,3, ,autonomous,0,6.1751660406,15,15.6511534417,4.19,4.25,263.7687275797, ,0, ,,0,0.125,0,2.3555555556,0,0
61,3, ,autonomous,0,17.5879701279,15,15.6630264473,4.27,4.35,268.5500980208, ,0, ,,0,0.09,0,2.3555555556,0,0
62,3, ,autonomous,0,18.0255983496,20,15.6461775988,4.33,4.29,263.8731297992, ,0, ,,0,8.88178419700125E-16,0,2.3555555556,0,0
63,3, ,autonomous,0,8.3758993863,15,15.6728970903,3.79,3.85,257.2545791315, ,0, ,,0,-0.49,0,2.3555555556,0,0
64,3, ,autonomous,0,14.6065670168,20,15.6411627385,4.18,4.23,259.7605008182, ,0, ,,0,0.385,0,2.3555555556,0,0
65,3, ,autonomous,0,19.6926780818,15,15.6745209766,4.18,4.28,271.2820791059, ,0, ,,0,0.025,0,2.3555555556,0,0
66,3, ,autonomous,0,29.7332279047,20,15.6372304235,3.56,3.65,273.2837778749, ,0, ,,0,-0.625,0,2.3555555556,0,0
67,3, ,autonomous,0,37.9139385544,15,15.6744177342,3.74,3.73,269.0920833109, ,0, ,,0,0.13,0,2.3555555556,0,0
68,1, ,autonomous,0,49.3932285447,20,15.6337761779,3.64,3.57,279.8220331869, ,0, ,,0,-0.13,0,2.3555555556,-2,0
69,1, ,autonomous,0,47.2141515531,15,15.6765587994,3.42,3.31,276.4569280106, ,0, ,,0,-0.24,0,2.3555555556,0,0
70,1, ,autonomous,0,13.9931875286,20,15.6357959272,3.4,3.25,268.7666299352, ,0, ,,0,-0.04,0,2.3555555556,0,0
71,1, ,autonomous,0,0.790029137,15,15.6732245439,3.43,3.56,263.9776146983, ,0, ,,0,0.17,0,2.3555555556,0,0
72,1, ,autonomous,0,-4.0291543503,20,15.6363713482,3.41,3.33,263.7687275797, ,0, ,,0,-0.125,0,2.3555555556,0,0
73,1, ,autonomous,0,-6.0687987077,15,15.6709484423,3.44,3.52,261.0829721686, ,0, ,,0,0.11,0,2.3555555556,0,0
74,1, ,autonomous,0,-6.9379691835,20,15.6378467553,3.46,3.51,259.5582318893, ,0, ,,0,0.005,0,2.3555555556,0,0
75,1, ,autonomous,0,48.9470584052,15,15.6675990822,3.45,3.46,262.2125494926,cyclist detected,37.6898193359,cyclist detected,cyclist detected,35.7486724854,-0.03,0,2.3555555556,0,0
76,1, ,autonomous,0,14.8826496942,20,15.6452351947,3.46,3.58,261.8006649737, ,0,cyclist detected,,24.3917064667,0.065,0,2.3555555556,0,0
77,1, ,autonomous,0,-123.1334216583,15,15.6657063881,3.62,3.68,263.0402188495, ,0,cyclist detected,,14.2286930084,0.13,0,2.3555555556,0,0
78,1, ,autonomous,0,-36.2389934951,20,15.6461176978,3.59,3.74,264.6062658764, ,0, ,,0,0.015,0,2.3555555556,0,0
79,1, ,autonomous,0,-6.324155656,15,15.6678371914,3.89,3.96,265.9786685108, ,0, ,,0,0.26,0,2.3555555556,0,0
80,1, ,autonomous,0,-7.1439239271,15,15.648012848,3.69,3.75,264.3963830575, ,0, ,,0,-0.205,0,2.3555555556,0,0
81,1, ,autonomous,0,-7.1807031069,15,15.6608170073,3.16,3.07,264.5012828312, ,0, ,,0,-0.605,0,2.3555555556,0,0
82,1, ,autonomous,0,-9.7544604463,15,15.6554863877,3.27,3.34,262.3157232044, ,0, ,,0,0.19,0,2.3555555556,0,0
83,1, ,autonomous,0,-13.9410081366,15,15.6561873819,3.42,3.41,261.9035147452, ,0, ,,0,0.11,0,2.3555555556,0,0
84,1, ,autonomous,0,-13.4325528225,15,15.6556249804,3.39,3.59,262.0064453586, ,0, ,,0,0.075,0,2.3555555556,0,0
85,1, ,autonomous,0,-23.023486617,15,15.6513254449,3.36,3.28,262.1094569092, ,0, ,,0,-0.17,0,2.3555555556,0,0
86,1, ,autonomous,0,-24.0517723104,15,15.6664362968,3.84,5,262.3157232044, ,0, ,,0,1.1,0,2.3555555556,0,0
87,1, ,autonomous,0,44.2759011022,20,15.6463608588,5,3.68,262.8328120483, ,0, ,,0,-0.08,0,2.3555555556,0,0
88,1, ,autonomous,0,36.7489192282,15,15.6714671347,3.9,3.93,263.3519435373, ,0, ,,0,-0.425,0,2.3555555556,0,0
89,1, ,autonomous,0,46.0195066017,20,15.641255984,3.52,3.6,263.6644079416, ,0, ,,0,-0.355,0,2.3555555556,0,0
90,1, ,autonomous,0,51.6120606778,15,15.6750982697,3.47,3.67,263.6644079416, ,0, ,,0,0.01,0,2.3555555556,0,0
91,1, ,autonomous,0,49.9764082181,20,15.6433247005,3.47,3.19,264.1868329282, ,0, ,,0,-0.24,0,2.3555555556,0,0
92,1, ,autonomous,0,52.6093081594,15,15.6735748706,3.63,3.61,264.6062658764, ,0, ,,0,0.29,0,2.3555555556,0,0
93,1, ,autonomous,0,49.5222698886,20,15.6385397105,3.96,3.84,260.4709314441, ,0, ,,0,0.28,0,2.3555555556,0,0
94,1, ,autonomous,0,52.0072009381,15,15.6743418732,3.83,3.87,260.2675550466, ,0, ,,0,-0.05,0,2.3555555556,0,0
95,1, ,autonomous,0,48.8161553874,20,15.636018128,4.04,3.96,260.9807657176, ,0, ,,0,0.15,0,2.3555555556,0,0
96,1, ,autonomous,0,51.831308716,15,15.6734752541,3.92,4.15,262.0064453586, ,0, ,,0,0.035,0,2.3555555556,0,0
97,1, ,autonomous,0,48.4392720833,20,15.6366045028,4.47,4.57,262.9364745477, ,0, ,,0,0.485,0,2.3555555556,0,0
98,1, ,autonomous,0,51.4276261506,15,15.6711626294,4.41,4.43,263.560170787, ,0, ,,0,-0.1,0,2.3555555556,0,0
99,1, ,autonomous,0,47.6968980182,20,15.6399829422,3.94,3.9,264.1868329282, ,0, ,,0,-0.5,0,2.3555555556,0,0
100,1, ,autonomous,0,51.0885954452,15,15.6677840779,4.03,3.81,264.6062658764, ,0, ,,0,0,0,2.3555555556,0,0
101,1, ,autonomous,0,52.3752049856,20,15.6399523979,4.44,3.88,265.2379184128, ,0, ,,0,0.24,0,2.3555555556,0,0
102,1, ,autonomous,0,108.6572634885,15,15.6700151466,4.62,5,265.872593853, ,0, ,,0,0.65,0,2.3555555556,0,0
103,1, ,autonomous,0,31.1226340616,20,15.6394744892,3.55,3.58,266.1910719514, ,0, ,,0,-1.245,0,2.3555555556,0,0
104,1, ,autonomous,0,-21.7378525489,15,15.6652936055,3.24,3.22,267.2581981452, ,0, ,,0,-0.335,0,2.3555555556,0,0
105,1, ,autonomous,0,-5.4298464491,15,15.6482192433,3.47,3.54,267.4726509214, ,0, ,,0,0.275,0,2.3555555556,0,0
106,4, ,autonomous,0,-0.3804263224,15,15.6610075845,3.39,3.37,266.9371629918, ,0, ,,0,-0.125,0,2.3555555556,3,0
107,4, ,autonomous,0,0.5006961106,15,15.6556634598,3.47,3.49,268.6583203482, ,0, ,,0,0.1,0,2.3555555556,0,0
108,4, ,autonomous,0,0.3008322506,15,15.6563512885,3.46,3.42,280.292625501, ,0, ,,0,-0.04,0,2.3555555556,0,0
109,4, ,autonomous,0,0.1031296703,15,15.6632208821,3.26,3.38,266.1910719514, ,0, ,,0,-0.12,0,2.3555555556,0,0
110,4, ,autonomous,0,0.004227619,15,15.651464737,3.45,3.5,265.5548769153, ,0, ,,0,0.155,0,2.3555555556,0,0
111,4, ,autonomous,0,-0.025332049,15,15.6665658363,3.45,3.55,264.8164821779, ,0, ,,0,0.025,0,2.3555555556,0,0
112,4, ,autonomous,0,-0.0156622722,15,15.6464440152,3.18,3.27,281.2385746829, ,0, ,,0,-0.275,0,2.3555555556,0,0
113,4, ,autonomous,0,0.0058099882,15,15.6712762621,3.25,3.4,263.6644079416, ,0, ,,0,0.1,0,2.3555555556,0,0
114,4, ,autonomous,0,0.0054707675,15,15.6485197601,3.4,3.54,277.1464996397, ,0, ,,0,0.145,0,2.3555555556,0,0
115,4, ,autonomous,0,0.0033378092,15,15.6710080469,3.23,3.28,264.2915664561, ,0, ,,0,-0.215,0,2.3555555556,0,0
