TimeSignal_Sec,Trust_Human,Alarm_M2H,Mode_H2M,CurrentBrake_Machine,CurrentWheel_Machine,CurrentThrottle_Machine,Speed_Machine,PupilLeft_Human,PupilRight_Human,GSR_Human,EventN_Machine,RangeN_Machine,EventW_Machine,EventAlert_Machine,RangeW_Machine,PupilChange_Human,Reliability_Machine,AverageTrust_Human,TrustChange_Human,ModeDelta_H2M
79,3, ,autonomous,0,28.4512326521,20,11.2430668231,4.11,4.28,283.9940929229, ,0, ,,0,0.14,0.8,3.5277777778,0,0
80,3, ,autonomous,0,27.8298510738,20,11.4487974432,4.06,4.17,283.5110002268, ,0, ,,0,-0.08,0.8,3.5277777778,0,0
81,3, ,autonomous,0,20.7711538198,20,11.6528121303,3.9,3.96,283.7523409568, ,0, ,,0,-0.185,0.8,3.5277777778,0,0
82,3, ,autonomous,0,23.2795359291,20,11.8558444653,4.02,4.09,284.3574942418, ,0, ,,0,0.125,0.8,3.5277777778,0,0
83,3, ,autonomous,0,28.6476326743,20,12.0578248296,3.99,4.09,284.7218267752, ,0, ,,0,-0.015,0.8,3.5277777778,0,0
84,3, ,autonomous,0,35.9448714676,20,12.2587399829,4.02,4.15,285.2090582397, ,0, ,,0,0.045,0.8,3.5277777778,0,0
85,3, ,autonomous,0,45.5704890462,20,12.4585896596,3.96,4.14,285.5755775766, ,0, ,,0,-0.035,0.8,3.5277777778,0,0
86,3, ,autonomous,0,5.5492000939,20,12.6570436042,4.07,4.28,286.0657379066, ,0, ,,0,0.125,0.8,3.5277777778,0,0
87,3, ,autonomous,0,8.2760837321,20,12.8991514331,3.64,3.76,286.4344637947, ,0, ,,0,-0.475,0.8,3.5277777778,0,0
88,3, ,autonomous,0,0.5598864672,20,13.2223828221,3.75,3.91,285.0870941073, ,0, ,,0,0.13,0.8,3.5277777778,0,0
89,3, ,autonomous,0,-6.874449065,20,13.4443370286,3.67,3.88,283.5110002268, ,0, ,,0,-0.055,0.8,3.5277777778,0,0
90,3, ,autonomous,0,-5.1221297146,20,13.6512029889,3.89,4.17,282.3104285472, ,0, ,,0,0.255,0.8,3.5277777778,0,0
91,3, ,autonomous,0,3.5187587704,20,13.8455790272,4,4.42,285.0870941073, ,0, ,,0,0.18,0.8,3.5277777778,0,0
92,3, ,autonomous,0,9.3995829462,20,14.0295968283,4.2,4.2,284.4788347747, ,0, ,,0,-0.01,0.8,3.5277777778,0,0
93,3, ,autonomous,0,13.5301451119,20,14.2031493421,3.52,3.5,284.236257177, ,0, ,,0,-0.69,0.8,3.5277777778,0,0
94,3, ,autonomous,0,-2.0646993969,20,14.3670808585,3.97,3.68,292.7229084948, ,0, ,,0,0.315,0.8,3.5277777778,0,0
95,3, ,autonomous,0,-10.9585966153,20,14.521864436,3.85,3.67,286.9275794789, ,0, ,,0,-0.065,0.8,3.5277777778,0,0
96,3, ,autonomous,0,-12.8577775141,20,14.6686566425,3.72,3.55,284.9652342414, ,0, ,,0,-0.125,0.8,3.5277777778,0,0
97,3, ,autonomous,0,-13.9448202248,20,14.80926358,3.71,3.66,282.6695310512, ,0, ,,0,0.05,0.8,3.5277777778,0,0
98,3, ,autonomous,0,-15.4985299477,20,14.9438844836,3.67,3.42,283.0295482848, ,0, ,,0,-0.14,0.8,3.5277777778,0,0
99,3, ,autonomous,0,-15.9925779388,20,15.0721599905,3.24,3.29,283.5110002268, ,0, ,,0,-0.28,0.8,3.5277777778,0,0
100,3, ,autonomous,0,-15.6899108549,20,15.1943085702,3.33,3.29,283.6316192529, ,0, ,,0,0.045,0.8,3.5277777778,0,0
101,3, ,autonomous,0,-13.8882693914,20,15.3100641212,3.68,3.74,284.4788347747, ,0, ,,0,0.4,0.8,3.5277777778,0,0
102,3, ,autonomous,0,-10.2523464895,20,15.419861067,3.72,3.91,284.7218267752, ,0, ,,0,0.105,0.8,3.5277777778,0,0
103,3, ,autonomous,0,-12.4488079556,20,15.5236411504,4.11,4.09,285.2090582397, ,0, ,,0,0.285,0.8,3.5277777778,0,0
104,3, ,autonomous,0,-15.5775640754,20,15.6217382162,3.73,3.87,285.5755775766, ,0, ,,0,-0.3,0.8,3.5277777778,0,0
105,3, ,autonomous,0,9.9010960044,15,15.6790255972,3.75,3.77,284.8434785086, ,0, ,,0,-0.04,0.8,3.5277777778,0,0
106,3, ,autonomous,0,38.5592622951,20,15.6345911297,3.76,3.76,284.4788347747, ,0, ,,0,0,0.8,3.5277777778,0,0
107,3, ,autonomous,0,48.5034784723,15,15.6720876379,3.55,3.58,284.4788347747, ,0, ,,0,-0.195,0.8,3.5277777778,0,0
108,3, ,autonomous,0,48.2422763783,20,15.6353523826,3.46,3.44,285.0870941073, ,0, ,,0,-0.115,0.8,3.5277777778,0,0
109,3, ,autonomous,0,50.919954609,15,15.6699882098,3.85,3.88,285.8204475948, ,0, ,,0,0.415,0.8,3.5277777778,0,0
110,4, ,autonomous,0,48.6612791808,20,15.6389099687,5,6.18,286.1885410108, ,0, ,,0,1.725,0.8,3.5277777778,1,0
111,4, ,autonomous,0,49.5557064239,15,15.6667848797,3.38,3.48,286.8041414518, ,0, ,,0,-2.16,0.8,3.5277777778,0,0
112,5, ,autonomous,0,49.422117165,20,15.6444904429,3.57,3.6,287.2985319045, ,0, ,,0,0.155,0.8,3.5277777778,1,0
113,5, ,autonomous,0,47.5310382126,15,15.6628350724,3.38,3.41,287.9189220316, ,0, ,,0,-0.19,0.8,3.5277777778,0,0
114,5, ,autonomous,0,50.1280714426,15,15.6514906992,3.48,3.54,293.8842683751, ,0, ,,0,0.115,0.8,3.5277777778,0,0
115,5, ,autonomous,0,48.7363454559,15,15.6583998374,3.64,3.8,297.822914495, ,0, ,,0,0.21,0.8,3.5277777778,0,0
116,5, ,autonomous,0,47.3522015656,15,15.6592542422,3.62,5,296.7623230555, ,0, ,,0,0.59,0.8,3.5277777778,0,0
117,5, ,autonomous,0,49.7445220751,15,15.6536623183,3.91,3.93,332.0935175345, ,0, ,,0,-0.39,0.8,3.5277777778,0,0
118,5, ,autonomous,0,47.9289653873,15,15.6662753754,3.5,3.54,325.6056264652, ,0, ,,0,-0.4,0.8,3.5277777778,0,0
119,5, ,autonomous,0,50.2445098432,15,15.6487437184,3.51,3.61,336.9612831486, ,0, ,,0,0.04,0.8,3.5277777778,0,0
120,5, ,autonomous,0,65.7621776633,15,15.6713460827,3.79,3.92,302.0053152935, ,0, ,,0,0.295,0.8,3.5277777778,0,0
121,5, ,autonomous,0,128.2562966076,20,15.6438235714,3.69,3.78,304.7665488236, ,0, ,,0,-0.12,0.8,3.5277777778,0,0
122,5, ,autonomous,0,-18.175076475,15,15.67336698,3.46,3.64,324.180633449, ,0, ,,0,-0.185,0.8,3.5277777778,0,0
123,5,obstacle alarm,autonomous,0,9.4434913154,20,15.645803418,3.88,3.94,306.5885887727, ,0,obstacle detected,obstacle detected,39.2088928223,0.36,0.8,3.5277777778,0,0
124,5,obstacle alarm,autonomous,0,28.5857439041,15,15.6724456486,3.97,3.77,322.1441917402,obstacle detected,26.7658843994,obstacle detected,,23.5807094574,-0.04,0.8,3.5277777778,0,0
125,5,obstacle alarm,autonomous,0,-7.7114224434,20,15.6407399763,3.88,3.92,313.3617447982, ,0,obstacle detected,,8.4713506699,0.03,0.8,3.5277777778,0,0
126,5, ,autonomous,0,35.1272537102,15,15.6742467247,4.08,4,305.0454517723, ,0, ,,0,0.14,0.8,3.5277777778,0,0
127,5, ,autonomous,0,12.4561856793,20,15.6368983145,3.79,3.91,315.4375118289, ,0, ,,0,-0.19,0.8,3.5277777778,0,0
128,5, ,autonomous,0,1.4634740794,15,15.6740794371,3.88,3.97,309.2911047878, ,0, ,,0,0.075,0.8,3.5277777778,0,0
129,5, ,autonomous,0,-1.1835164279,20,15.6358813079,4.18,4.27,298.4896424094, ,0, ,,0,0.3,0.8,3.5277777778,0,0
130,5, ,autonomous,0,-0.9622983348,15,15.6724499442,3.4,3.51,314.099946603, ,0, ,,0,-0.77,0.8,3.5277777778,0,0
131,5,cyclist alarm,autonomous,0,-0.4060368147,20,15.6379642296,3.44,3.49,301.0506668272, ,0,false alarm,false alarm,27.7149391174,0.01,0.8,3.5277777778,0,0
132,5, ,autonomous,0,-0.0920357652,15,15.6695585183,4.07,4.11,287.6704447385, ,0, ,,0,0.625,0.8,3.5277777778,0,0
133,3, ,autonomous,0,-0.0122018141,20,15.6424531875,3.62,3.65,280.7648033243, ,0, ,,0,-0.455,0.8,3.5277777778,-2,0
134,3, ,autonomous,0,-0.0119797897,15,15.6657838092,3.46,3.48,278.1873313489, ,0, ,,0,-0.165,0.8,3.5277777778,0,0
135,3, ,autonomous,0,-0.0084585416,20,15.6428621382,3.38,3.44,279.3530184094, ,0, ,,0,-0.06,0.8,3.5277777778,0,0
136,3, ,autonomous,0,-4.9004633887,15,15.6679205802,3.44,3.47,276.2278327164, ,0, ,,0,0.045,0.8,3.5277777778,0,0
137,3, ,autonomous,0,-49.4734139982,20,15.6448397919,3.42,3.54,273.7326179788, ,0, ,,0,0.025,0.8,3.5277777778,0,0
138,3, ,autonomous,0,-59.3778062483,15,15.6631720377,3.49,3.73,273.1717977436, ,0, ,,0,0.13,0.8,3.5277777778,0,0
139,3, ,autonomous,0,-65.2203212795,15,15.6518074796,3.53,3.7,274.9745648528, ,0, ,,0,0.005,0.8,3.5277777778,0,0
140,3, ,autonomous,0,-59.170121874,15,15.6586960502,3.65,3.74,279.3530184094, ,0, ,,0,0.08,0.8,3.5277777778,0,0
141,3, ,autonomous,0,-62.0429325511,15,15.6595255093,3.69,3.69,276.6864036301, ,0, ,,0,-0.005,0.8,3.5277777778,0,0
142,3, ,autonomous,0,-62.0497557523,15,15.6539111626,3.7,3.61,274.1829348541, ,0, ,,0,-0.035,0.8,3.5277777778,0,0
143,3, ,autonomous,0,-85.6151140285,15,15.6665038778,3.45,3.48,273.6202697896, ,0, ,,0,-0.19,0.8,3.5277777778,0,0
144,3, ,autonomous,0,104.6016489582,15,15.6491265582,3.56,3.66,274.0702167895, ,0, ,,0,0.145,0.8,3.5277777778,0,0
145,3, ,autonomous,0,88.3459659193,15,15.6683950278,3.83,3.85,274.0702167895, ,0, ,,0,0.23,0.8,3.5277777778,0,0
146,3, ,autonomous,0,69.1888745885,15,15.6510745656,5,5,274.7479187845, ,0, ,,0,1.16,0.8,3.5277777778,0,0
147,3, ,autonomous,0,59.2397002732,15,15.6687898518,3.78,3.79,275.088028169, ,0, ,,0,-1.215,0.8,3.5277777778,0,0
148,3, ,autonomous,0,56.582048819,20,15.6459490851,3.42,3.49,274.4086493606, ,0, ,,0,-0.33,0.8,3.5277777778,0,0
149,3, ,autonomous,0,56.6753920754,15,15.6726794978,3.12,3.17,275.3152359452, ,0, ,,0,-0.31,0.8,3.5277777778,0,0
150,3, ,autonomous,0,57.1381892819,20,15.6409533496,3.25,3.24,275.6567522121, ,0, ,,0,0.1,0.8,3.5277777778,0,0
151,3, ,autonomous,0,-11.8768227805,15,15.6743345429,3.23,3.32,276.113427396, ,0, ,,0,0.03,0.8,3.5277777778,0,0
152,3, ,autonomous,0,-7.2471616255,20,15.6370570323,3.53,3.61,276.4569280106, ,0, ,,0,0.295,0.8,3.5277777778,0,0
153,3, ,autonomous,0,-2.5699589561,15,15.6742466901,3.46,3.5,277.2617628303, ,0, ,,0,-0.09,0.8,3.5277777778,0,0
154,3, ,autonomous,0,-0.4851472497,20,15.6360334945,3.19,3.27,277.7237759325, ,0, ,,0,-0.25,0.8,3.5277777778,0,0
155,3, ,autonomous,0,0.073132336,15,15.6725931654,3.64,3.67,277.7237759325, ,0, ,,0,0.425,0.8,3.5277777778,0,0
156,2, ,autonomous,0,0.0881156317,20,15.6341773358,3.57,3.56,277.7237759325, ,0, ,,0,-0.09,0.8,3.5277777778,-1,0
157,2, ,autonomous,0,0.0175159733,15,15.6747433483,3.54,3.57,278.1873313489, ,0, ,,0,-0.01,0.8,3.5277777778,0,0
158,1, ,autonomous,0,-0.0027454806,20,15.6361838417,3.41,3.53,278.6524368156, ,0, ,,0,-0.085,0.8,3.5277777778,-1,0
159,1, ,autonomous,0,0.0084681848,15,15.6707594319,3.24,3.4,278.8855732493, ,0, ,,0,-0.15,0.8,3.5277777778,0,0
160,1, ,autonomous,0,0.0066715161,20,15.637669194,3.48,3.45,282.909440688, ,0, ,,0,0.145,0.8,3.5277777778,0,0
161,1, ,autonomous,0,-0.0012644801,15,15.6674385795,3.54,3.59,282.7894349867, ,0, ,,0,0.1,0.8,3.5277777778,0,0
162,1, ,autonomous,0,-0.0205778228,20,15.6450889591,3.3,3.34,283.149757907, ,0, ,,0,-0.245,0.8,3.5277777778,0,0
163,1, ,autonomous,0,-0.003514773,15,15.6633899429,3.46,3.54,283.3904837476, ,0, ,,0,0.18,0.8,3.5277777778,0,0
164,1, ,autonomous,0,0.0014517855,15,15.6519988125,3.54,3.69,283.8731654697, ,0, ,,0,0.115,0.8,3.5277777778,0,0
165,2, ,autonomous,0,-0.0027559026,15,15.6588722508,3.35,3.42,284.236257177, ,0, ,,0,-0.23,0.8,3.5277777778,1,0
166,2, ,autonomous,0,0.0025728332,15,15.6596851351,3.72,3.75,284.6002789083, ,0, ,,0,0.35,0.8,3.5277777778,0,0
167,2, ,autonomous,0,0.0006910324,15,15.6540629423,3.93,3.95,285.3311267726, ,0, ,,0,0.205,0.8,3.5277777778,0,0
168,2, ,autonomous,0,-0.021595262,15,15.6613607894,3.58,3.76,285.5755775766, ,0, ,,0,-0.27,0.8,3.5277777778,0,0
169,2,cyclist alarm,autonomous,0,-47.727557591,15,15.6563272594,3.69,3.75,286.1885410108,cyclist detected,34.4541702271,cyclist detected,cyclist detected,32.3214302063,0.05,0.8,3.5277777778,0,0
170,2,cyclist alarm,autonomous,0,-2.6258951851,15,15.6628233568,3.76,3.75,286.8041414518, ,0,cyclist detected,,21.2751693726,0.035,0.8,3.5277777778,0,0
171,2,cyclist alarm,autonomous,0,61.4295527488,15,15.6513161005,3.99,3.86,287.2985319045, ,0,cyclist detected,,10.5644168854,0.17,0.8,3.5277777778,0,0
172,2, ,autonomous,0,25.6324470683,15,15.6690272256,3.76,3.89,287.4223959531, ,0, ,,0,-0.1,0.8,3.5277777778,0,0
173,2, ,autonomous,0,6.5345166218,20,15.6461346331,3.45,3.56,285.0870941073, ,0, ,,0,-0.32,0.8,3.5277777778,0,0
174,2, ,autonomous,0,0.4077146935,15,15.6728504149,3.43,3.5,285.9430401464, ,0, ,,0,-0.04,0.8,3.5277777778,0,0
175,2, ,autonomous,0,-0.5616039714,20,15.6411084024,3.1,3.13,289.2932565742, ,0, ,,0,-0.35,0.8,3.5277777778,0,0
176,2, ,autonomous,0,-0.3362345497,15,15.6744824945,3.13,3.13,287.5463668517, ,0, ,,0,0.015,0.8,3.5277777778,0,0
177,2, ,autonomous,0,-0.0434366221,20,15.6371909434,2.94,2.92,291.8259550004, ,0, ,,0,-0.2,0.8,3.5277777778,0,0
178,2, ,autonomous,0,-0.0052048215,15,15.6743752413,3.07,3.09,289.6703551359, ,0, ,,0,0.15,0.8,3.5277777778,0,0
179,2, ,autonomous,0,124.2191343703,20,15.633970135,3.48,3.53,289.0424025205, ,0, ,,0,0.425,0.8,3.5277777778,0,0
0,3, ,autonomous,0,0,20,0,3.65,3.6,307.4368985766, ,0, ,,0,0,0,3.6375838926,0,0
1,3, ,autonomous,0,23.5438298927,20,1.1007340989,3.69,3.8,308.86122865, ,0, ,,0,0.12,0,3.6375838926,0,0
2,3, ,autonomous,0,3.8616844271,20,3.0641687314,3.39,3.45,310.2988177615, ,0, ,,0,-0.325,0,3.6375838926,0,0
3,3, ,autonomous,0,-3.6449721574,20,4.2726210159,3.45,3.57,311.604138103, ,0, ,,0,0.09,0,3.6375838926,0,0
4,3, ,autonomous,0,-3.4023997903,20,4.9220593938,3.44,3.46,312.6270047207, ,0, ,,0,-0.06,0,3.6375838926,0,0
5,3, ,autonomous,0,-2.7037822767,20,5.5678570186,3.55,3.45,313.8042489095, ,0, ,,0,0.05,0,3.6375838926,0,0
6,3, ,autonomous,0,-2.0741682251,20,6.4040653201,3.38,3.58,314.990392793, ,0, ,,0,-0.02,0,3.6375838926,0,0
7,3, ,autonomous,0,-1.5548811836,20,6.9788908945,3.29,3.31,315.8859020122, ,0, ,,0,-0.18,0,3.6375838926,0,0
8,3, ,autonomous,0,-1.0910887189,20,7.4926856856,3.2,3.15,316.9371196755, ,0, ,,0,-0.125,0,3.6375838926,0,0
9,3, ,autonomous,0,-0.7657202547,20,7.8946528287,3.42,3.37,318.7555782226, ,0, ,,0,0.22,0,3.6375838926,0,0
10,3, ,autonomous,0,-0.522164204,20,8.2316246576,3.58,3.6,319.6726552011, ,0, ,,0,0.195,0,3.6375838926,0,0
11,4, ,autonomous,0,-0.3468506275,20,8.5492554278,3.49,3.56,320.5950243652, ,0, ,,0,-0.065,0,3.6375838926,1,0
12,5, ,autonomous,0,-0.2324793242,20,8.865720237,3.33,3.35,320.9036647199, ,0, ,,0,-0.185,0,3.6375838926,1,0
13,5, ,autonomous,0,-0.1495162797,20,9.1813648879,3.19,3.15,318.9080588066, ,0, ,,0,-0.17,0,3.6375838926,0,0
14,5, ,autonomous,0,-0.0979567156,20,9.6906158409,3.23,3.21,314.693016962, ,0, ,,0,0.05,0,3.6375838926,0,0
15,5, ,autonomous,0,-0.0610941973,20,10.0182550438,3.21,3.18,311.604138103, ,0, ,,0,-0.025,0,3.6375838926,0,0
16,5, ,autonomous,0,-0.0320106984,20,10.310866816,3.56,3.33,309.7221792053, ,0, ,,0,0.25,0,3.6375838926,0,0
17,5, ,autonomous,0,-0.0202426725,20,10.573909161,5,5,309.1476798467, ,0, ,,0,1.555,0,3.6375838926,0,0
18,5, ,autonomous,0,-0.0182022333,20,10.8097219419,3.66,3.48,309.0043878623, ,0, ,,0,-1.43,0,3.6375838926,0,0
19,5, ,autonomous,0,-0.0071327808,20,11.0239140803,3.43,3.33,309.2911047878, ,0, ,,0,-0.19,0,3.6375838926,0,0
20,5, ,autonomous,0,-0.0102416421,20,11.2316557687,4.11,4.01,309.2911047878, ,0, ,,0,0.68,0,3.6375838926,0,0
21,5, ,autonomous,0,0.0023494414,20,11.4374756587,4.37,4.26,308.7182020252, ,0, ,,0,0.255,0,3.6375838926,0,0
22,5, ,autonomous,0,-0.0038750094,20,11.6416117127,3.57,3.65,309.2911047878, ,0, ,,0,-0.705,0,3.6375838926,0,0
23,5, ,autonomous,0,0.0017633095,20,11.8446842093,2.98,3.01,310.0102303376, ,0, ,,0,-0.615,0,3.6375838926,0,0
24,5, ,autonomous,0,0.0033099475,20,12.0366119251,3.08,3.07,311.3131187348, ,0, ,,0,0.08,0,3.6375838926,0,0
25,5, ,autonomous,0,0.0011239772,20,12.2476024625,3.26,3.22,312.334072524, ,0, ,,0,0.165,0,3.6375838926,0,0
26,5, ,autonomous,0,-0.0021535755,20,12.4474171339,2.98,3.13,314.099946603, ,0, ,,0,-0.185,0,3.6375838926,0,0
27,5, ,autonomous,0,0.0005260388,20,12.6461154691,3.33,3.37,312.6270047207, ,0, ,,0,0.295,0,3.6375838926,0,0
28,5, ,autonomous,0,0.0035604137,20,12.873518519,3.38,3.44,312.4804699706, ,0, ,,0,0.06,0,3.6375838926,0,0
29,5, ,autonomous,0,-0.0085464345,20,13.2096546434,3.4,3.49,312.4804699706, ,0, ,,0,0.035,0,3.6375838926,0,0
30,5, ,autonomous,0,-0.0050521775,20,13.4327449667,3.2,3.36,306.1661870063, ,0, ,,0,-0.165,0,3.6375838926,0,0
31,5, ,autonomous,0,62.5528913107,20,13.6403865804,3.45,3.43,297.2916728602, ,0, ,,0,0.16,0,3.6375838926,0,0
32,5, ,autonomous,0,17.0252385372,20,13.8353691429,3.73,3.69,292.5944348538, ,0, ,,0,0.27,0,3.6375838926,0,12
33,5, ,autonomous,0,27.1431182791,20,14.0199895743,3.58,3.55,290.8075726292, ,0, ,,0,-0.145,0,3.6375838926,0,12
34,5, ,autonomous,0,17.5088606846,20,14.1940686817,3.3,3.25,289.0424025205, ,0, ,,0,-0.29,0,3.6375838926,0,12
35,5, ,autonomous,0,21.3191264172,20,14.358493112,3.37,3.36,287.0511238052, ,0, ,,0,0.09,0,3.6375838926,0,12
36,5, ,autonomous,0,15.4532260769,20,14.5137080761,3.57,3.55,285.9430401464, ,0, ,,0,0.195,0,3.6375838926,0,12
37,5, ,autonomous,0,10.2015719963,20,14.6608815252,3.5,3.41,290.8075726292, ,0, ,,0,-0.105,0,3.6375838926,0,12
38,5, ,autonomous,0,11.7100000592,20,14.8018020007,3.51,3.52,292.2096896733, ,0, ,,0,0.06,0,3.6375838926,0,12
39,5, ,autonomous,0,26.5343786011,20,14.9302296201,3.46,3.51,291.1886319958, ,0, ,,0,-0.03,0,3.6375838926,0,12
40,5, ,autonomous,0,-33.2891563373,20,15.0653701988,3.53,3.54,289.0424025205, ,0, ,,0,0.05,0,3.6375838926,0,12
41,0, ,manual,0,-18.8281071183,0,15.1872516496,4.16,4.12,290.1746851605, ,0,cyclist detected,cyclist detected,37.3000297546,0.605,0,3.6375838926,-5,0
42,0, ,manual,0,-9.7532616159,0,15.114277825,4.09,4.13,301.7319413433, ,0,cyclist detected,,26.882610321,-0.03,0,3.6375838926,0,0
43,0, ,manual,0,-22.3767452506,0,14.9516849275,4.02,3.93,294.2734388794, ,0,cyclist detected,,16.964515686,-0.135,0,3.6375838926,0,0
44,0, ,manual,0,-58.4124513619,0,14.7905359055,4.03,3.84,273.9575913649, ,0, ,,0,-0.04,0,3.6375838926,0,0
45,0, ,manual,0,-69.0858319982,0,14.6307763576,3.74,3.61,253.0556469368, ,0, ,,0,-0.26,0,3.6375838926,0,0
46,0, ,manual,0,-27.0514991989,0,14.4800827508,3.69,3.56,241.9432884932, ,0, ,,0,-0.05,0,3.6375838926,0,-12
47,0, ,manual,0,-5.7596704051,0,14.315041401,3.87,3.78,244.2479605295, ,0, ,,0,0.2,0,3.6375838926,0,-12
48,0, ,manual,0,-0.5575646601,58.7960631724,14.1700053077,4.43,4.27,239.2516209297, ,0, ,,0,0.525,0,3.6375838926,0,-12
49,0, ,manual,0,4.3698786908,0,14.6115818466,4.04,4.07,235.6989652815, ,0, ,,0,-0.295,0,3.6375838926,0,-12
50,0, ,manual,0,8.0778210117,0,14.4827007372,4.36,4.23,232.8180294282, ,0, ,,0,0.24,0,3.6375838926,0,-12
51,0, ,manual,0,3.9908445869,2.092011902,14.3254851976,3.96,3.91,225.3419564189, ,0, ,,0,-0.36,0,3.6375838926,0,-12
52,0, ,manual,0,0.2114900435,36.9237811856,14.167943304,3.7,3.56,220.6433961432, ,0, ,,0,-0.305,0,3.6375838926,0,-12
53,0, ,manual,0,-4.1391622797,24.5410849165,14.2358042763,3.79,3.65,208.4810073802, ,0, ,,0,0.09,0,3.6375838926,0,-12
54,0, ,manual,0,4.5511558709,0,14.3944627982,3.95,3.81,209.4240837696, ,0, ,,0,0.16,0,3.6375838926,0,-12
55,3, ,autonomous,0,-34.0992930875,20,14.2364602503,4.45,5,209.661187521, ,0, ,,0,0.845,0,3.6375838926,3,0
56,3, ,autonomous,0,7.043642754,20,14.2954682501,3.83,3.69,207.7792553191, ,0, ,,0,-0.965,0,3.6375838926,0,0
57,3, ,autonomous,0,71.7572486294,20,14.4528317933,3.91,3.71,210.3757310557, ,0, ,,0,0.05,0,3.6375838926,0,0
58,3, ,autonomous,0,10.8331309573,20,14.5955108017,3.88,3.76,215.0167713082, ,0, ,,0,0.01,0,3.6375838926,0,0
59,3, ,autonomous,0,3.555163894,20,14.7390744842,3.44,3.37,246.8709112005, ,0, ,,0,-0.415,0,3.6375838926,0,0
60,3, ,autonomous,0,6.4004372001,20,14.883542244,3.41,3.28,246.7795271704, ,0, ,,0,-0.06,0,3.6375838926,0,0
61,3, ,autonomous,0,8.5016409102,20,15.0146358834,3.95,3.87,249.3641214902, ,0, ,,0,0.565,0,3.6375838926,0,0
62,5, ,autonomous,0,13.6185457649,20,15.1396357924,3.79,3.78,249.0846140434, ,0, ,,0,-0.125,0,3.6375838926,2,0
63,5, ,autonomous,0,14.5594749933,20,15.2524458002,3.81,3.73,254.9914577862, ,0, ,,0,-0.015,0,3.6375838926,0,0
64,5, ,autonomous,0,8.2331611857,20,15.3706854484,3.88,3.84,254.1166903842, ,0, ,,0,0.09,0,3.6375838926,0,0
65,5, ,autonomous,0,12.2744177314,20,15.4772415976,3.89,3.81,256.1672259651, ,0, ,,0,-0.01,0,3.6375838926,0,0
66,5, ,autonomous,0,21.3599380677,20,15.5778540901,3.83,3.8,256.1672259651, ,0, ,,0,-0.035,0,3.6375838926,0,0
67,5, ,autonomous,0,22.8589612604,15,15.6713767061,3.79,3.74,256.8581115792, ,0, ,,0,-0.05,0,3.6375838926,0,0
68,5, ,autonomous,0,29.6372460369,15,15.6549316663,3.64,3.63,258.5515939706, ,0, ,,0,-0.13,0,3.6375838926,0,0
69,5, ,autonomous,0,40.2455556976,15,15.6538991971,4.05,4.05,258.7522964266, ,0, ,,0,0.415,0,3.6375838926,0,12
70,5, ,autonomous,0,54.3055559139,15,15.6497542692,4.36,4.33,262.5223143967, ,0, ,,0,0.295,0,3.6375838926,0,12
71,5, ,autonomous,0,-28.0553077018,15,15.6677915896,3.6,3.6,259.5582318893, ,0, ,,0,-0.745,0,3.6375838926,0,12
72,5, ,autonomous,0,-3.9557267818,20,15.6449724798,3.54,3.55,257.8515806302, ,0, ,,0,-0.055,0,3.6375838926,0,12
73,5, ,autonomous,0,3.0707436392,15,15.6717660442,3.41,3.33,257.8515806302, ,0, ,,0,-0.175,0,3.6375838926,0,12
74,5, ,autonomous,0,5.4607793455,20,15.6401219307,3.44,3.44,257.9513503753, ,0, ,,0,0.07,0,3.6375838926,0,0
75,5, ,autonomous,0,7.3596522804,15,15.6730424484,3.54,3.49,257.1553475455, ,0, ,,0,0.075,0,3.6375838926,0,0
76,5, ,autonomous,0,28.2086951392,20,15.6380493801,4.2,4.19,257.0561924837,obstacle detected,31.5623989105,obstacle detected,obstacle detected,25.313035965,0.68,0,3.6375838926,0,0
77,5, ,autonomous,0,-31.0289859772,15,15.6735959928,4.9,4.85,253.2479043736,obstacle detected,16.343038559,obstacle detected,,9.2823047638,0.68,0,3.6375838926,0,0
78,0, ,manual,0,-45.6296635386,0,15.6356109559,4.76,4.49,268.2259535433,obstacle detected,1.270655036,obstacle detected,,0.3280192316,-0.25,0,3.6375838926,-5,-12
79,0, ,manual,0,-75.8699931334,0,15.5489910111,4.16,3.89,250.3003604325, ,0, ,,0,-0.6,0,3.6375838926,0,-12
80,0, ,manual,0,15.3838406958,6.8772411688,15.3825108075,4.33,4.04,225.4943964642, ,0, ,,0,0.16,0,3.6375838926,0,0
81,0, ,manual,0,25.1563286793,14.9691004807,15.2176321678,4.11,3.9,199.9280259107, ,0, ,,0,-0.18,0,3.6375838926,0,0
82,0, ,manual,0,18.751201648,16.371404593,15.0756606054,4.1,3.94,192.8491533922, ,0, ,,0,0.015,0,3.6375838926,0,0
83,3, ,autonomous,0,125,20,15.3032034564,4.53,4.37,188.9144972985, ,0, ,,0,0.43,0,3.6375838926,3,12
84,3, ,autonomous,0,125,20,15.2766868451,4.3,4.22,189.4944288638, ,0, ,,0,-0.19,0,3.6375838926,0,12
85,3, ,autonomous,0,3728.9054888193,20,15.3987415032,4.51,4.3,188.1467544685, ,0, ,,0,0.145,0,3.6375838926,0,12
86,3, ,autonomous,0,125,20,15.4938588951,4.81,4.57,184.7677469421, ,0, ,,0,0.285,0,3.6375838926,0,12
87,3, ,autonomous,0,125,20,15.5934285946,4.29,4.24,182.4018677951, ,0, ,,0,-0.425,0,3.6375838926,0,12
